,Eigenvalues Squared of Minima,Minima Found,Other Info,Parameters
766,0,0,,"[6856.997951291527, -1908.2155991121153, 3641.5879318904226, 2.099023760127925, 4.507490320905425, 3.4909060105935983, -7.1492360912017965, -6.128986129232171, -4.503650818892201, -0.6290361595923315, -10.330337474877147, -3.0712464732158615, -142814.72146329776, -69405.30712666661, -124064.18543836055]"
767,0,0,,"[-8444.789836661723, 960.1586640525948, -8034.261108272922, 5.572678844893114, 5.102819761287388, 5.850012487252515, -12.475512834589884, 7.704911736699845, -4.927660922654325, 3.4679584822772895, -3.306139021148031, -5.221879481344986, 17678.568631282164, 71128.11093600717, -184723.5674901341]"
768,0,0,,"[-8918.310374406055, -640.6979502895756, 2118.669887578817, 1.3100373418374305, 4.606622537297399, 1.69799366978538, -12.53803298360292, 6.240267065766364, -1.8459375088998575, -11.705069727496433, -2.584666565177022, -6.565346914084431, 92389.51015647256, -20019.624406572068, -304587.7634452188]"
769,0,0,,"[-2579.736013669207, 7999.414407163651, -3740.807313343448, 2.0564580356916884, 1.756843098083455, 2.7901746653974597, -10.153803991541213, 1.6054205700418347, -0.06682267189344415, -12.124287991640305, -7.347468086912814, 5.243245868558347, 103889.16424777498, 121829.66728447552, -87601.55193990993]"
770,"[array([793824.770453  , 166699.57644199, 453014.31269111])]","[array([ -90.46562,  -39.57519, -129.41636])]",,"[4578.083860807954, 505.79701097565703, -4153.546156231378, 5.963340700321585, 2.5821478147800425, 1.5789263091689916, -9.1251017633333, 4.423562746709067, 7.237478367250636, 5.68169462524774, 0.8687501091561529, -0.47575524839134253, 75534.53297375346, -94413.86893638725, -303948.7694623708]"
771,0,0,,"[-6470.133135765818, -1162.7283744538872, -7983.627023595678, 3.817557836038746, 2.88618242452128, 2.5646475293699846, -3.4848365522390896, -4.535859146753478, -5.030209555382278, 2.929249367533737, -10.925569491794219, -5.081514341163243, -142930.62684739023, 67546.93626750732, -280984.9751269056]"
772,0,0,,"[-3730.2217010366403, -1096.5452119334022, -114.56277488631895, 3.748500236157373, 5.859501911964951, 2.994325764788013, -12.46356256566412, 5.850082479178253, 11.748578407928015, -3.6750295052713167, 7.512748992724394, -9.699740890650599, 36803.76654680434, -30259.841880933687, -28580.72905651928]"
773,"[array([742524.2190098 , 411458.69977827, 376614.37615527]), array([742524.2190098 , 411458.69977827, 376614.37615527])]","[array([-201.80635,    5.53557, -235.0229 ]), array([201.80635,  -5.53557, 235.0229 ])]",,"[-9351.526224617059, -4135.900346538364, 2062.319261136505, 1.119105756365824, 1.052814339164041, 0.7027647908836316, 10.567825275650641, -0.4109798737334156, 11.49550888803385, -1.6199317626379965, -2.4638276696949806, -11.062934243285895, -52594.95378097832, 55045.37504993484, -215342.65186418162]"
774,0,0,,"[3139.405211043193, 605.3558014564751, 2971.437406394545, 3.1075048695679417, 4.880570304486729, 3.7048478839542955, -0.7439504311769625, 7.2191058289682495, -2.6559473941197655, 8.003685476424046, -5.990769228529563, -5.120049145229741, -28074.876877065355, -13903.871745726065, -23338.291961495415]"
775,0,0,,"[-8309.637533255831, -6666.179188517478, 988.8227398905328, 5.632296791210977, 1.995218365871531, 5.531806744717979, -9.850545949875002, 2.2310848583005534, -5.66889983257788, -2.153389711835528, 4.184756961885608, -7.018998781371794, 19482.312791146192, 1673.707265349076, -326208.35145322816]"
776,0,0,,"[1825.0056243203453, 6297.777943344914, -9691.16701017821, 2.014270351157012, 0.4975821983360347, 0.31727132320186546, -9.705011188086553, 9.133475822227638, -3.6806724714055603, -11.466454423391017, 6.560783102479622, -1.0727591466324569, 22103.946920687304, -110010.14336910579, -203832.94165529858]"
777,0,0,,"[9863.128996327447, 1846.1383445988577, -3648.505075686734, 4.647054179511664, 4.938106293130437, 4.838664052153708, -5.045928498797494, -5.357239403078323, -6.8850580926284755, 5.343761091007988, -12.269252873127904, -3.7536871082884673, 12798.916870625253, 129626.35899165197, -109643.73934763024]"
778,"[array([  96800.87186081,  530729.00203834, 1530962.2498789 ]), array([  96800.87186081,  530729.00203834, 1530962.2498789 ])]","[array([-234.45724,  131.01366,  -90.38769]), array([ 234.45724, -131.01366,   90.38769])]",,"[-5369.284452365517, -5694.597754605859, 5836.9158014577715, 0.6333928604092115, 1.9102976691200835, 3.9561078212698586, -6.8710321316177785, 9.617407810085389, -1.941280903256179, 5.648274653859275, 4.929267760531005, 5.015704569396906, 83293.26145595984, 140233.84497975424, -289804.316349749]"
779,"[array([447710.6889848 , 291515.42183343,  99445.70205712]), array([676641.50107485, 270561.76710786, 130554.23775362]), array([676641.50107485, 270561.76710786, 130554.23775362])]","[array([-70.44312, -31.44056, -62.08407]), array([ -18.47377, -140.11416,   64.6978 ]), array([ 18.47377, 140.11416, -64.6978 ])]",,"[-4381.479970036968, 2750.94553127118, 8868.23339613255, 5.756021847220763, 0.4972553745950995, 5.596000413462071, 9.622732404509073, -2.00135661063599, 11.960955914497994, 4.401538002576107, 3.636789938263334, -8.393111123867929, -139497.2948973975, 83200.14553557793, -131598.94871915714]"
780,0,0,,"[876.7831618141445, -3817.610493659782, -9189.273174064514, 1.6094014211255545, 1.2663805018485015, 2.7979759544959615, 6.776512816182819, 2.7663784761478443, 1.2953814433867112, 0.15841664841011038, 1.8818304768452805, -10.342121259508783, 26943.393652751576, -89461.31735549547, -327591.2475807472]"
781,0,0,,"[-7569.188222216388, -3197.756551303736, 4582.569685617707, 3.50904983884286, 3.986821012604397, 0.5805631904608891, 8.378318763881758, -5.950993107080786, 9.917431293735078, 4.6461631042940255, -3.9143978473718004, -11.250844410428932, 12725.68181449239, 54795.05979476776, -224501.93629607596]"
782,"[array([ 734773.29372639, 1509821.98639154, 1298894.70244912]), array([ 734773.29372639, 1509821.98639154, 1298894.70244912])]","[array([-208.17744,   46.39471, -231.96455]), array([208.17744, -46.39471, 231.96455])]",,"[-9688.666173188902, -1574.4816576183784, 7016.7075965890945, 2.240628346971653, 2.7188622218809777, 1.6009635509904487, -4.206313957087337, 4.530003563150654, -6.703328553248422, 10.697405504327246, 1.149381861657199, 6.9071157548791575, 122506.87134464318, 130138.1879446616, -386233.2535120665]"
783,0,0,,"[-5043.35101109361, -8974.707218212565, 9683.416481082451, 1.8322772168889223, 1.6397644079266198, 5.162831514588818, -0.23158098120381787, 5.7964557077750545, -7.207031180659754, -3.713381101621973, -8.922501538628776, -6.699499136654638, 149246.88874936604, -71554.63702835115, -35550.83453458757]"
784,"[array([2054148.97114508,  712956.73401334, 1310910.57162206]), array([2054148.97114508,  712956.73401334, 1310910.57162206])]","[array([-193.37528,   14.86641, -162.42025]), array([193.37528, -14.86641, 162.42025])]",,"[7506.6751292575245, -4271.032915661155, -8620.53946582966, 2.9078923620134502, 1.6309664361804754, 5.470839877013628, 6.438086885358789, 0.8962726881425276, 10.198757870241504, 7.723230481429418, 3.4572769941422408, -12.32170979647918, 85145.42779753028, 17504.780647082953, -366275.3234479475]"
785,0,0,,"[5721.144952249728, -7654.866162947834, -9447.150422170631, 1.9326809551457653, 0.6828734302892245, 0.6715315520948056, -10.658721241838826, 0.005842731931764433, -2.3462833640620575, -0.24084498044014246, -3.8113297572774947, -9.165401337128408, -73166.57107901202, 48410.542418041645, -52711.19929013349]"
786,0,0,,"[-5268.011343638233, -7511.227854383733, -6153.7685751729405, 1.3196950053030032, 3.652816204540022, 4.525371584660231, -11.436635974990383, -4.049597690830244, 0.8119853609045737, 2.561587068437923, -6.2926642391496035, 1.1428274284155968, 1510.4345598831715, 56076.47405414443, -59844.685673055006]"
787,"[array([6047463.90625747,  803538.68348133, 2451143.8247157 ]), array([6047463.90625747,  803538.68348133, 2451143.8247157 ])]","[array([-264.12623,    3.7133 , -263.93911]), array([264.12623,  -3.7133 , 263.93911])]",,"[2442.697223633042, 1274.603586829764, -96.65777748720757, 5.427913841331919, 0.9554334354018186, 5.422603115827476, -2.824283086117225, 6.082380472540848, -0.5627877398188978, 8.642378112729961, 5.70213442316302, -7.405706782926759, 35825.13933508008, -1365.396268516808, -399485.2368268323]"
788,"[array([518278.56807052, 476402.84912826, 142539.30911196]), array([518278.56807052, 476402.84912826, 142539.30911196])]","[array([-93.01033,  84.66102, -66.89187]), array([ 93.01033, -84.66102,  66.89187])]",,"[1511.2887611728256, -9325.165175132097, -6743.4981172519, 3.700120195685751, 0.49306643207608036, 4.395846739075981, 8.186223062103306, 3.622682471535681, -1.460186469999658, -4.5760936762087745, 3.3391652121497017, 7.90718451276965, 114262.94692138466, 40524.12746479854, -181392.1494473652]"
789,"[array([1697110.3259748 ,  493656.10896179,  654335.61663845]), array([1697110.3259748 ,  493656.10896179,  654335.61663845])]","[array([-266.89318,   59.66479, -195.38706]), array([266.89318, -59.66479, 195.38706])]",,"[-1334.5930135237104, -2305.697363714945, 5063.73224795424, 0.9474384834992372, 4.976784769413939, 3.4749893815292587, 0.4427488021438801, 7.6262723759359226, -4.682758081594662, 2.097887976008934, -7.1161335763853595, 3.818716259671927, 75157.39322670741, 42807.31133720034, -284035.24028282973]"
790,0,0,,"[-5582.7886714625, 8937.70235998811, -7445.830575048783, 3.328923692938235, 3.222171089884478, 5.133681523451035, -9.794908577081372, -2.199070141002462, 5.863921194094559, 12.511775974357086, -10.334416986375452, -0.08825544936735419, 55120.43039582, -86421.69845746402, -166042.47262628903]"
791,"[array([  167394.85169866, 19531090.9195179 , 29509189.91941487]), array([169805.93958872, 362608.79485504, 260154.00456482]), array([169805.93958872, 362608.79485504, 260154.00456482]), array([  167394.85169866, 19531090.9195179 , 29509189.91941487])]","[array([-1478.30185,    -1.48201,  -887.89876]), array([ -45.35969, -140.75014,   91.07254]), array([ 45.35969, 140.75014, -91.07254]), array([1478.30185,    1.48201,  887.89876])]",,"[3344.0831112837313, 2031.7261953430425, 3615.852620036523, 0.29611389063717475, 0.7952280397271324, 2.2716473478603887, -3.5909668934101724, 0.12223924025053101, 9.00242637325455, 9.218371279908368, 2.9944020979241106, -10.606560834111239, -118375.877720216, 147840.16382928868, -87267.51370912918]"
792,"[array([909371.31591317, 338022.99791872, 428769.1676248 ]), array([909371.31591317, 338022.99791872, 428769.1676248 ])]","[array([-135.14456,   86.30061, -124.94827]), array([135.14456, -86.30061, 124.94827])]",,"[7035.484649443028, 4336.777175787136, -1510.0244846347887, 3.6727101010039274, 5.254432612404619, 2.3844654474711455, 4.8423448415014505, 6.591159254145012, 3.384113615764724, -4.900272735485675, -8.648909510170515, -2.314004079264656, 143245.66439391195, -98647.44217362322, -211258.77499382957]"
793,0,0,,"[4597.836435156629, -2184.2764743223242, -121.03646167947954, 4.6909570573431445, 3.93778095203216, 0.47055774900872815, -2.679491542601218, -3.232360212121746, -5.236237051082764, -9.421112492819011, -6.737783001743774, -9.820470940284045, 137647.89585798112, 76886.06045970257, -122372.31775965326]"
794,0,0,,"[-4155.932301198462, -9612.930231433535, 2670.0591971008707, 2.5496570149818862, 0.6078748049410371, 5.150618055566241, -2.132966109728132, -0.20979884950298455, -5.588471736072323, -10.763536554971271, -3.344463037484484, 4.892409066621791, 2550.89207912088, 60488.18243237975, -156417.06754762557]"
795,0,0,,"[-6189.7401852743815, -5211.682315443968, 8777.54862476758, 5.762232857196587, 4.840169011076952, 3.5328171088582065, 3.84745382326852, -3.7941647037858433, -0.9588227775683604, -6.2130341529508, -11.179669162820831, -1.3229800540583216, -61112.163189585495, -50198.4495533531, -352873.5920426056]"
796,0,0,,"[2693.670798740779, -9127.406748099329, 6227.990342541836, 1.5034577069265207, 0.1392958717907361, 2.2067747509155016, -5.152091039047004, 2.1851462144336526, 5.827710722737528, 2.9120241770101387, -7.332404447850719, -6.324876507550862, 145108.0822810218, 51777.341827822675, -372788.4657893056]"
797,"[array([ 85314.4266702 , 425684.16567886, 355283.03859049]), array([ 85314.4266702 , 425684.16567886, 355283.03859049])]","[array([-68.43608,  79.26255,  71.08976]), array([ 68.43608, -79.26255, -71.08976])]",,"[7802.922094269907, -4976.972886224922, 2516.314557160331, 1.3397791946395619, 1.7247520039966837, 5.41535607345457, 11.795693284360905, 3.700728524583905, 9.759706503628816, 0.13767804172733378, 2.1235621624727603, -12.355534898736527, 115774.89243733056, -138238.87025314412, -856.8050965807633]"
798,0,0,,"[4366.427371954165, -8644.002710430927, 7596.986491329157, 2.011323323335292, 5.744128384993651, 4.676083242917288, -9.56211479663413, 0.16158074653698762, 2.808778480972423, -10.188836362812525, -10.666407827653442, -1.1593045255265615, -107313.0784450216, 8887.488782309956, -71467.13869791967]"
799,"[array([3586670.09981653,  355514.90242725,  265404.19086233]), array([3586670.09981653,  355514.90242725,  265404.19086233])]","[array([  -7.62359,  222.70317, -203.0112 ]), array([   7.62359, -222.70317,  203.0112 ])]",,"[-4453.0106392433245, 3229.337155850435, 6689.113032750254, 3.4230342952446517, 4.106752698934069, 5.9855977910145866, -2.2317982285787483, 3.0459304688343902, 6.43404840999391, -1.6386139658538141, -11.483356275199583, 2.3914031976033883, -21448.520170920296, 124047.2939188066, -36794.04195142689]"
800,"[array([836411.05686555, 555949.06922342, 442372.04271354]), array([836411.05686555, 555949.06922342, 442372.04271354])]","[array([-74.69646,  75.85983, -78.14419]), array([ 74.69646, -75.85983,  78.14419])]",,"[1558.8798672162757, 8665.906281931675, 2577.2978532578563, 5.407105765973825, 4.2554455075598385, 5.490654373360886, 7.606423496981005, 11.144764148767866, 12.471390895693219, 0.6707602175158414, -3.7139176917767873, 6.276723050613445, 123134.85102625133, 138330.90104683, -302768.8320541587]"
801,0,0,,"[-5939.113350094663, -3277.5602774422377, -3521.954495478981, 1.8405537290986562, 5.370956321948346, 0.30313268525886466, 12.238737188763618, 12.365617083322348, 0.3721487244361583, 1.2753169617801472, 4.614493992586347, -2.9896640386215125, -94165.85653542617, -101217.75800039567, -298211.67821187497]"
802,"[array([2922801.14916384,  260268.36016219, 1530942.45214051]), array([862565.97828318, 606859.8613572 , 229888.63511122]), array([2922801.14916384,  260268.36016219, 1530942.45214051])]","[array([-187.09501,  218.55262,  -11.43255]), array([ -88.38945,  -18.85701, -168.80215]), array([ 187.09501, -218.55262,   11.43255])]",,"[8167.676070774589, 4698.346479294671, -6921.585803905701, 5.972019531294834, 3.0854858706710777, 0.38830533587958216, -6.320198663360458, 8.866383221026563, -1.6942602849095287, -0.6314451871333553, 4.051130869996339, 6.839365156031576, 121224.61279789353, -133018.41945047464, -253657.8031471609]"
803,0,0,,"[9315.984448019313, -9532.439114941399, 9451.647295574083, 4.876075045646872, 1.264594908918405, 3.543694600787478, -10.932649899810453, -5.03154371979216, 0.503995854761742, -6.597936593426655, -3.7333188647460407, -2.659739628452927, -38114.35275710572, 77486.01222995325, -312374.4901087084]"
804,0,0,,"[4225.621272974478, 5596.63720494096, -634.0572023776276, 1.5275922467497771, 3.584043590851466, 5.412266552579947, -5.629927345191732, 4.117911939482719, 8.288594352267665, -8.148926818189674, 2.875731174579844, 1.5189708910835726, 50476.18824088716, 11213.927982147085, -42674.876142829016]"
805,0,0,,"[-8205.88301667412, -8707.648966908404, 5585.799431100262, 4.008989926658541, 3.7710934062829065, 0.9161588149946844, -12.127850887957123, 0.07669660810373635, -2.0431530587383104, 1.8250884927114068, -9.803518000341892, -7.589108359853087, 82272.77571947, 71729.6873335065, -72214.95061400934]"
806,0,0,,"[8382.915235130735, -9633.43516386168, -1051.4786411904006, 0.4209556163539211, 4.2224800086932115, 5.442904050693548, -9.339359521581406, 8.414767483264956, 5.984686565906578, 5.254582804297346, -3.1085892840457277, -3.6011523158408707, -141557.26226289241, 30565.90992074128, -347624.61887334357]"
